sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Dist. to Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Profile 1;Profile 2;Profile 3
59,916;19677;;60s;Yes;No;3;0,38909;0,85917;0,00000;0,55354;2,06528;AresParty@1469139026;Mercury@769374273;Group4@495205919;0.8591666666666667;0.38909338763196744;0.8170235674638152;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;36239;;60s;No;No;2;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@202584806;Group4@47500564;Mercury@116087190;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;31822;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@514364990;AresParty@275737499;Mercury@340852046;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;29401;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@1172084886;Mercury@1260088925;AresParty@1327821798;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,922;12314;;60s;Yes;No;3;0,62667;0,86811;0,00000;0,24562;2,31099;Mercury@525779439;Group4@294726773;AresParty@363768479;0.6266666666666667;0.8162157250865434;0.8681093397144823;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;15896;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@2078357612;AresParty@1965480288;Group4@1897485084;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,918;15692;;60s;Yes;No;3;0,38909;0,85917;0,00000;0,55354;2,06528;AresParty@534504144;Mercury@287055707;Group4@354650528;0.8591666666666667;0.38909338763196744;0.8170235674638152;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;34006;;60s;No;No;2;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@506833682;Group4@284313252;Mercury@349028450;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;23747;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@64000290;AresParty@219643688;Mercury@153680466;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;27771;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@444918728;Mercury@339941096;AresParty@276594872;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,915;32822;;60s;Yes;No;3;0,62667;0,86811;0,00000;0,24562;2,31099;Mercury@311486201;Group4@475466459;AresParty@409505161;0.6266666666666667;0.8162157250865434;0.8681093397144823;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;17933;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@23988481;AresParty@262797148;Group4@194404977;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,946;17594;;60s;Yes;No;3;0,38909;0,85917;0,00000;0,55354;2,06528;AresParty@693120441;Mercury@664262371;Group4@598230729;0.8591666666666667;0.38909338763196744;0.8170235674638152;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;32520;;60s;No;No;2;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@1688629008;Group4@1784778228;Mercury@1851655264;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;28520;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@1311277047;AresParty@253064652;Mercury@1053857964;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;28326;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@935289418;Mercury@964205261;AresParty@1028065594;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,916;32268;;60s;Yes;No;3;0,62667;0,86811;0,00000;0,24562;2,31099;Mercury@1561789833;Group4@1406201947;AresParty@1475309305;0.6266666666666667;0.8162157250865434;0.8681093397144823;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;17469;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@1057245102;AresParty@834911806;Group4@905719006;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,946;18073;;60s;Yes;No;3;0,38909;0,85917;0,00000;0,55354;2,06528;AresParty@1850739953;Mercury@1620569931;Group4@1688758145;0.8591666666666667;0.38909338763196744;0.8170235674638152;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;33976;;60s;No;No;2;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@1826150204;Group4@1646212311;Mercury@1713421388;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;27906;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@517779371;AresParty@270221824;Mercury@337954011;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;26292;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@769988913;Mercury@589492989;AresParty@656241217;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,922;28327;;60s;Yes;No;3;0,62667;0,86811;0,00000;0,24562;2,31099;Mercury@499950663;Group4@319510926;AresParty@389336887;0.6266666666666667;0.8162157250865434;0.8681093397144823;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;17110;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@672857478;AresParty@652023541;Group4@585275126;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,916;16631;;60s;Yes;No;3;0,38909;0,85917;0,00000;0,55354;2,06528;AresParty@994062400;Mercury@898095448;Group4@834165552;0.8591666666666667;0.38909338763196744;0.8170235674638152;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;31987;;60s;No;No;2;0,00000;0,00000;1,16612;1,41191;0,00000;AresParty@1952684386;Group4@2057599390;Mercury@2124149266;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;26333;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@737411782;AresParty@624163272;Mercury@554461622;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;26564;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Group4@776502989;Mercury@546280820;AresParty@615519677;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
59,918;32522;;60s;Yes;No;3;0,62667;0,86811;0,00000;0,24562;2,31099;Mercury@1357894452;Group4@1579689817;AresParty@1511503940;0.6266666666666667;0.8162157250865434;0.8681093397144823;party1_utility.xml;party2_utility.xml;party3_utility.xml
60,000;18208;;60s;No;No;1;0,00000;0,00000;1,16612;1,41191;0,00000;Mercury@557850032;AresParty@797439976;Group4@733509312;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml
